Sampling Time,Station Name,Link,Percentile,Stage (ft),HU Code,Flow (cfs),Path,Latitude,Longitude
7/8/2019 15:30,JAMES RIVER AT BENT CREEK  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02026000,75.75,3.68,2080203,2460,VA02026000,37.5363,-78.8295
7/8/2019 15:30,JAMES RIVER AND KANAWHA CANAL NEAR RICHMOND  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02037000,22.07,5.98,2080205,84.2,VA02037000,37.5646,-77.5742
7/8/2019 15:30,JAMES RIVER NEAR RICHMOND  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02037500,80.13,4.77,2080205,4130,VA02037500,37.5632,-77.5468999
7/8/2019 15:30,BUFFALO CREEK NEAR HAMPDEN SYDNEY  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02039000,84.72,2.09,2080207,54.8,VA02039000,37.2571,-78.4864
7/8/2019 15:30,APPOMATTOX RIVER AT MATTOAX  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02040000,81.24,8.82,2080207,459,VA02040000,37.4215,-77.8589
7/8/2019 15:30,DEEP CREEK NEAR MANNBORO  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02041000,92.58,3.29,2080207,187,VA02041000,37.2832,-77.8697
7/8/2019 15:30,NANSEMOND RIVER AT ROUTE 460 AT SUFFOLK  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02042822,0,2.11,2080208,0,VA02042822,36.7391,-76.5827
7/8/2019 15:30,WB ELIZABETH RIVER AT ROUTE 17 NEAR PORTSMOUTH  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02042893,0,2.24,2080208,0,VA02042893,36.8437,-76.3649
7/8/2019 15:30,BAILEY CREEK AT DOCK LANDING RD AT CHESAPEAKE  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=0204288905,0,2.35,2080208,0,VA0204288905,36.8058,-76.4087
7/8/2019 15:30,STORM DRAIN AT DAISY DRIVE NEAR PORTSMOUTH  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=0204289131,0,0.96,2080208,0.04,VA0204289131,36.8625,-76.3842
7/8/2019 15:30,STORM DRAIN AT CRANEYBROOK LANE AT EDGEFIELD  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=0204289402,0,0.27,2080208,0.04,VA0204289402,36.8835,-76.3806
7/8/2019 15:30,HAMPTON RIVER AT ROUTE 351 AT HAMPTON  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=0204289985,0,2.1,2080208,0,VA0204289985,37.0324,-76.3366999
7/8/2019 15:30,ROSEMARY DCH AB CS AT BIG ENTRY DCH NR DEEP CR  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=364312076211800,0,9.85,2080208,0,VA364312076211800,36.7201,-76.355
7/8/2019 15:30,BIG ENTRY DCH ABOVE ROSEMARY DCH NR DEEP CREEK  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=364314076211900,0,8.71,2080208,0,VA364314076211900,36.7206,-76.3554
7/8/2019 15:25,PLUMTREE RUN NEAR BEL AIR  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01581752,81.28,1.37,2060003,9.05,MD01581752,39.4963,-76.3473999
7/8/2019 15:25,BEAVERDAM RUN AT COCKEYSVILLE  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01583600,97.3,4.26,2060003,487,MD01583600,39.4856,-76.6457
7/8/2019 15:25,S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=01638350,85.67,2.36,2070008,94.6,VA01638350,39.1911,-77.6153999
7/8/2019 15:25,DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=01645704,87.41,2.37,2070008,70.5,VA01645704,38.8847,-77.3324
7/8/2019 15:24,Barnegat Bay Trib at Bayview Av nr Ocean Gate NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01408753,0,0.8,2040301,0,NJ01408753,39.924,-74.1136
7/8/2019 15:20,GWYNNS FALLS AT WASHINGTON BLVD AT BALTIMORE  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01589352,95,5.81,2060003,1640,MD01589352,39.2715,-76.6486
7/8/2019 15:20,Canoe Brook near Summit NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01379530,56.82,11.38,2030103,2.63,NJ01379530,40.7444,-74.3536
7/8/2019 15:20,Pequannock River at Macopin Intake Dam NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01382500,88.35,2.28,2030103,16.3,NJ01382500,41.0183,-74.4011
7/8/2019 15:20,Spruce Run at Main Street at Glen Gardner NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01396582,92.86,3.41,2030105,44.4,NJ01396582,40.6914,-74.9369
7/8/2019 15:20,Big Brook near Marlboro NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01407290,80.59,10.54,2030104,7.76,NJ01407290,40.3197,-74.2142
7/8/2019 15:20,STORM DRAIN WEST OF GARRETT DRIVE AT HAMPTON  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=0167889257,0,0.15,2080108,0.01,VA0167889257,37.0185,-76.3935
7/8/2019 15:18,DELAWARE RIVER AT NEW CASTLE  DE,https://waterdata.usgs.gov/de/nwis/uv?site_no=01482170,0,1.29,2040205,0,DE01482170,39.6567999,-75.562
7/8/2019 15:18,MURDERKILL RIVER AT BOWERS  DE,https://waterdata.usgs.gov/de/nwis/uv?site_no=01484085,0,3.23,2040207,-3090,DE01484085,39.0583,-75.3976
7/8/2019 15:15,Brodhead Creek near Analomink  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01440400,95.6,2.68,2040104,245,PA01440400,41.0848,-75.2146
7/8/2019 15:15,Swiftwater Creek at Swiftwater  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01440485,79.43,0.82,2040104,21.6,PA01440485,41.094,-75.3221
7/8/2019 15:15,Brodhead Creek at Minisink Hills  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01442500,98.27,3.47,2040104,1050,PA01442500,40.9987,-75.1427
7/8/2019 15:15,Bushkill Creek ab Rt 33 bridge at Tatamy  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01446775,84.73,7.78,2040105,179,PA01446775,40.749,-75.2651999
7/8/2019 15:15,Lehigh River at Stoddartsville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01447500,95,1.43,2040106,260,PA01447500,41.1304,-75.6255
7/8/2019 15:15,Tobyhanna Creek near Blakeslee  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01447720,95.1,4.05,2040106,343,PA01447720,41.0848,-75.6055
7/8/2019 15:15,Francis E. Walter Reservoir near White Haven  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01447780,0,1370.08,2040106,0,PA01447780,41.1126,-75.7205
7/8/2019 15:15,Tohickon Creek near Pipersville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01459500,92.72,2.72,2040105,392,PA01459500,40.4337,-75.1166
7/8/2019 15:15,NB Neshaminy Cr bl Lake Galena nr New Britain  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01464645,97.06,2.13,2040201,57.3,PA01464645,40.3123,-75.2066
7/8/2019 15:15,NB Neshaminy Creek at Chalfont  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01464720,93.39,3.27,2040201,51.8,PA01464720,40.2882,-75.2038
7/8/2019 15:15,Neshaminy Creek near Rushland  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01464750,90.04,3.83,2040201,149,PA01464750,40.2604,-75.0348999
7/8/2019 15:15,Neshaminy Creek near Langhorne  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01465500,72.14,1.85,2040201,352,PA01465500,40.174,-74.9568
7/8/2019 15:15,Pennypack Creek at Pine Road  at Philadelphia  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01467042,82.79,3.4,2040202,53.4,PA01467042,40.0897999,-75.0691
7/8/2019 15:15,Little Schuylkill River at Tamaqua  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01469500,95.08,2.79,2040203,151,PA01469500,40.807,-75.9719
7/8/2019 15:15,Maiden Creek near Virginville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01470755,79.79,4.64,2040203,554,PA01470755,40.5254,-75.8749
7/8/2019 15:15,Schuylkill River at Pottstown  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01472000,92.05,3.46,2040203,2760,PA01472000,40.2418,-75.6516
7/8/2019 15:15,Perkiomen Creek at East Greenville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01472198,93.5,2.68,2040203,171,PA01472198,40.394,-75.5155
7/8/2019 15:15,West Branch Perkiomen Creek at Hillegass  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01472199,92.61,2.56,2040203,75.3,PA01472199,40.374,-75.5224
7/8/2019 15:15,East Branch Perkiomen Creek near Dublin  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01472620,96.67,2.27,2040203,95,PA01472620,40.404,-75.2343
7/8/2019 15:15,East Branch Perkiomen Creek near Schwenksville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01472810,90.65,3.08,2040203,118,PA01472810,40.2587,-75.4288
7/8/2019 15:15,Darby Creek at 84th St Bridge at Eastwick PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01475553,0,-0.32,2040202,0,PA01475553,39.8986,-75.2553
7/8/2019 15:15,Chester Creek near Chester  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01477000,86.17,2.93,2040202,111,PA01477000,39.869,-75.4081999
7/8/2019 15:15,Corey Creek near Mainesburg  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01516500,74.22,1.19,2050104,3.15,PA01516500,41.7909,-77.0147
7/8/2019 15:15,Cowanesque River at Westfield  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01518862,89.37,0.87,2050104,103,PA01518862,41.9231,-77.5318999
7/8/2019 15:15,Sugar Creek at West Burlington  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01531325,73.19,1.32,2050106,28.8,PA01531325,41.7605999,-76.675
7/8/2019 15:15,Towanda Creek near Franklindale  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01531908,70.84,3.25,2050106,34.1,PA01531908,41.6978,-76.5786
7/8/2019 15:15,Tunkhannock Creek near Tunkhannock  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01534000,86.87,2.14,2050106,464,PA01534000,41.5584,-75.8946
7/8/2019 15:15,Susquehanna River at Bloomsburg  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01538700,63.18,3.3,2050107,9730,PA01538700,40.994,-76.4399
7/8/2019 15:15,Glendale Lake near Flinton  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01541340,0,1427.38,2050201,0,PA01541340,40.6973,-78.5372
7/8/2019 15:15,WB Susquehanna River at Lock Haven  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01545800,0,8.96,2050203,4380,PA01545800,41.1381,-77.4419
7/8/2019 15:15,Spring Creek at Milesburg  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01547100,90.04,4.54,2050204,285,PA01547100,40.9317,-77.7856
7/8/2019 15:15,Pine Creek at Cedar Run  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01548500,87.27,1.99,2050205,536,PA01548500,41.5217,-77.4475
7/8/2019 15:15,Pine Creek bl L Pine Creek near Waterville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01549700,91.33,2.73,2050205,1230,PA01549700,41.2737,-77.3241
7/8/2019 15:15,WB Susquehanna River at Jersey Shore  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01549760,56.01,3.71,2050206,6850,PA01549760,41.2023,-77.2510999
7/8/2019 15:15,Lycoming Creek near Williamsport  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01550500,0,3.53,2050206,0,PA01550500,41.267,-77.0466
7/8/2019 15:15,WB Susquehanna River at Williamsport  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01551500,90.3,4.02,2050206,9480,PA01551500,41.2361999,-76.9966
7/8/2019 15:15,Muncy Creek near Sonestown  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01552500,98.73,2.44,2050206,152,PA01552500,41.357,-76.5347
7/8/2019 15:15,Little Juniata River at Spruce Creek  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01558000,71.76,2.32,2050302,206,PA01558000,40.6126,-78.1406
7/8/2019 15:15,Juniata River at Mapleton Depot  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01563500,84.97,5,2050304,2760,PA01563500,40.3923,-77.935
7/8/2019 15:15,Sherman Creek at Shermans Dale  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01568000,98.89,5.65,2050305,2660,PA01568000,40.3234,-77.1688999
7/8/2019 15:15,Paxton Creek near Glenwood  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01571005,85.71,2.83,2050305,44.9,PA01571005,40.3061,-76.8556
7/8/2019 15:15,Swatara Creek near Inwood  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01572190,96.67,6.17,2050305,1500,PA01572190,40.4793,-76.5308
7/8/2019 15:15,Quittapahilla Creek near Bellegrove  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01573160,95.85,4.68,2050305,331,PA01573160,40.3426,-76.5619
7/8/2019 15:15,Swatara Creek at Middletown  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01573600,0,5.42,2050305,0,PA01573600,40.1926,-76.7279
7/8/2019 15:15,Wills Creek below Hyndman  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01601000,89.01,2.09,2070002,105,PA01601000,39.812,-78.7163999
7/8/2019 15:15,MANOKIN BRANCH NEAR PRINCESS ANNE  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01486000,80.39,1.65,2060009,1.96,MD01486000,38.2139,-75.6714
7/8/2019 15:15,CHICAMACOMICO RIVER NEAR SALEM  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01490000,75,0.79,2060007,10,MD01490000,38.5117,-75.8799
7/8/2019 15:15,CHOPTANK RIVER NEAR GREENSBORO  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01491000,86.64,3.15,2060005,117,MD01491000,38.9972,-75.7858
7/8/2019 15:15,DEER CREEK AT ROCKS  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01580000,90.28,2.68,2050306,186,MD01580000,39.63,-76.4033
7/8/2019 15:15,DEER CREEK NEAR DARLINGTON  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01580520,61.29,1.86,2050306,193,MD01580520,39.6174,-76.1919
7/8/2019 15:15,SWAN CREEK AT SWAN CREEK  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01580700,68.24,3.24,2060003,10.2,MD01580700,39.5226,-76.1423
7/8/2019 15:15,BYNUM RUN AT BEL AIR  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01581500,82.76,0.68,2060003,12.5,MD01581500,39.5415,-76.3301
7/8/2019 15:15,WINTERS RUN NEAR BENSON  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01581700,89.21,1.88,2060003,67.9,MD01581700,39.5199,-76.373
7/8/2019 15:15,OTTER POINT CREEK NEAR EDGEWOOD  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01581757,82.18,1.62,2060003,128,MD01581757,39.4393,-76.306
7/8/2019 15:15,GUNPOWDER FALLS AT HOFFMANVILLE  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01581810,90.51,2,2060003,107,MD01581810,39.6898,-76.7815
7/8/2019 15:15,GEORGES RUN NEAR BECKLEYSVILLE  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01581870,90.48,1.27,2060003,56.6,MD01581870,39.6259,-76.7724999
7/8/2019 15:15,LITTLE FALLS AT BLUE MOUNT  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01582000,91.65,1.12,2060003,142,MD01582000,39.6041,-76.6205
7/8/2019 15:15,GUNPOWDER FALLS AT GLENCOE  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01582500,86.76,2.55,2060003,396,MD01582500,39.5497,-76.6361
7/8/2019 15:15,BAISMAN RUN AT BROADMOOR  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01583580,92.44,1.57,2060003,5.23,MD01583580,39.4795,-76.678
7/8/2019 15:15,LONG GREEN CREEK AT GLEN ARM  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01584050,82.8,1.37,2060003,13.3,MD01584050,39.4547,-76.4789
7/8/2019 15:15,LITTLE GUNPOWDER FALLS AT LAUREL BROOK  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01584500,92.06,1.94,2060003,91.9,MD01584500,39.5054,-76.4318
7/8/2019 15:15,CRANBERRY BRANCH NEAR WESTMINSTER  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01585500,95.95,1.91,2060003,19.7,MD01585500,39.5927,-76.9682
7/8/2019 15:15,PATAPSCO RIVER AT HOLLOFIELD  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01589000,98.46,6.05,2060003,4690,MD01589000,39.3103,-76.7924
7/8/2019 15:15,LITTLE PATUXENT RIVER AT SAVAGE  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01594000,98.28,9.4,2060006,2580,MD01594000,39.1344,-76.8162
7/8/2019 15:15,WESTERN BRANCH AT UPPER MARLBORO  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01594526,96.67,8.68,2060006,961,MD01594526,38.8142,-76.7487
7/8/2019 15:15,NORTH BRANCH POTOMAC RIVER AT STEYER  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01595000,91.19,3.1,2070002,289,MD01595000,39.3019,-79.3069
7/8/2019 15:15,NORTH BRANCH POTOMAC RIVER AT KITZMILLER  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01595500,94.67,3.98,2070002,809,MD01595500,39.3939,-79.1817
7/8/2019 15:15,BLOOMINGTON LAKE NEAR ELK GARDEN  WV,https://waterdata.usgs.gov/md/nwis/uv?site_no=01595790,0,1466.81,2070002,0,MD01595790,39.4293,-79.1263
7/8/2019 15:15,SAVAGE RIVER NEAR BARTON  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01596500,86.38,1.82,2070002,60.7,MD01596500,39.5700999,-79.1019
7/8/2019 15:15,SAVAGE RIV BL SAVAGE RIV DAM NEAR BLOOMINGTON  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01597500,86.72,1.13,2070002,124,MD01597500,39.5028,-79.124
7/8/2019 15:15,NORTH BRANCH POTOMAC RIVER NEAR CUMBERLAND  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01603000,95.05,3.97,2070002,1830,MD01603000,39.6218,-78.7734
7/8/2019 15:15,POTOMAC RIVER AT HANCOCK  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01613000,95,6.01,2070004,5060,MD01613000,39.6976,-78.1778999
7/8/2019 15:15,MARSH RUN AT GRIMES  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01617800,98.21,1.92,2070004,71,MD01617800,39.5146,-77.7771999
7/8/2019 15:15,ANTIETAM CREEK NEAR SHARPSBURG  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01619500,98.88,4.93,2070004,1470,MD01619500,39.4498,-77.7302
7/8/2019 15:15,MONOCACY RIVER AT MONOCACY BLVD AT FREDERICK  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01642190,93.75,13.55,2070009,9570,MD01642190,39.4436,-77.3823
7/8/2019 15:15,ZEKIAH SWAMP RUN NEAR NEWTOWN  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01660920,97.14,3.13,2070011,511,MD01660920,38.4906,-76.9271
7/8/2019 15:15,ST CLEMENT CREEK NEAR CLEMENTS  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01661050,97.96,2.76,2070011,228,MD01661050,38.3333,-76.725
7/8/2019 15:15,ST MARYS RIVER AT GREAT MILLS  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01661500,98.63,5.74,2070011,601,MD01661500,38.2417,-76.5037
7/8/2019 15:15,Wallkill R at Scott Road at Franklin NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01367715,0,2.06,2020007,0,NJ01367715,41.1333,-74.5786
7/8/2019 15:15,Hackensack River at Rivervale NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01377000,35.32,1.72,2030103,40.7,NJ01377000,40.9992,-73.9892
7/8/2019 15:15,Pascack Bk at Woodcliff Lk outlet at Hillsdale NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01377451,0,1.46,2030103,0,NJ01377451,41.0119,-74.0481
7/8/2019 15:15,Oradell Reservoir at Oradell NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01378480,0,21.25,2030103,0,NJ01378480,40.9564,-74.0294
7/8/2019 15:15,Hackensack River at New Milford NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01378500,87.72,1.62,2030103,30.7,NJ01378500,40.9483,-74.0267
7/8/2019 15:15,Passaic River near Chatham NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01379500,74,3.61,2030103,66.6,NJ01379500,40.7261,-74.3897
7/8/2019 15:15,Whippany River near Pine Brook NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01381800,74.47,3.53,2030103,75.5,NJ01381800,40.845,-74.3472
7/8/2019 15:15,Passaic River at Pine Brook NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01381900,63.64,14,2030103,253,NJ01381900,40.8625,-74.3217
7/8/2019 15:15,Pequannock River at Oak Ridge NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01382210,51.85,4.25,2030103,26.1,NJ01382210,41.0397,-74.5017
7/8/2019 15:15,Pequannock River at Green Pond Junction NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01382385,90,3.31,2030103,16.6,NJ01382385,41.0247,-74.4083
7/8/2019 15:15,Greenwood Lake at Awosting NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01383000,0,10.03,2030103,0,NJ01383000,41.1617,-74.3333
7/8/2019 15:15,West Brook near Wanaque NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01386000,76.3,0.27,2030103,8.65,NJ01386000,41.0736,-74.3117
7/8/2019 15:15,Ramapo River at West Oakland Avenue at Oakland NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01387905,52.47,4.47,2030103,91.2,NJ01387905,41.0275,-74.25
7/8/2019 15:15,Ramapo River at Pompton Lakes NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01388000,56.32,7.14,2030103,93.6,NJ01388000,40.9919,-74.28
7/8/2019 15:15,Pompton River at Pompton Plains NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01388500,70.13,8.18,2030103,188,NJ01388500,40.9697,-74.2818999
7/8/2019 15:15,Beaver Dam Brook at Lincoln Park NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01388700,0,3.92,2030103,0,NJ01388700,40.9247,-74.3025
7/8/2019 15:15,Pompton River at Mountain View NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01388910,0,3.18,2030103,0,NJ01388910,40.9144,-74.2706
7/8/2019 15:15,Passaic River abv Beatties Dam at Little Falls NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01389492,0,8.55,2030103,0,NJ01389492,40.8844,-74.2343999
7/8/2019 15:15,Passaic R at Passaic (Great) Falls at Paterson NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01389802,0,115.32,2030103,0,NJ01389802,40.9158,-74.1817
7/8/2019 15:15,Passaic River at Dundee Dam at Clifton NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01389890,59.62,1.28,2030103,636,NJ01389890,40.8858,-74.1283
7/8/2019 15:15,Saddle River at Upper Saddle River NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01390450,64.26,2.12,2030103,10.9,NJ01390450,41.0586,-74.0956
7/8/2019 15:15,Saddle River below Hohokus Brook at Paramus NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01391102,65.54,2.1,2030103,92,NJ01391102,40.9553,-74.0997
7/8/2019 15:15,Second River at Belleville NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01392500,66.84,1.44,2030103,10.9,NJ01392500,40.7881,-74.1717
7/8/2019 15:15,Rahway River near Springfield NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01394500,76.62,1.35,2030104,19.6,NJ01394500,40.6875,-74.3117
7/8/2019 15:15,Rahway River at Rahway NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01395000,78.51,1.59,2030104,28.6,NJ01395000,40.6188999,-74.2833
7/8/2019 15:15,Spruce Run at Clinton NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01396800,85.64,1.99,2030105,131,NJ01396800,40.64,-74.9156
7/8/2019 15:15,South Branch Raritan River at Stanton NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01397000,95.62,3.75,2030105,540,NJ01397000,40.5722,-74.8681
7/8/2019 15:15,Neshanic River at Reaville NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01398000,92.95,3.11,2030105,47.3,NJ01398000,40.4733,-74.8278
7/8/2019 15:15,South Branch Raritan River at South Branch NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01398102,0,2.68,2030105,0,NJ01398102,40.5469,-74.6964
7/8/2019 15:15,Lamington (Black) River near Pottersville NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01399500,84.99,1.95,2030105,58.6,NJ01399500,40.7275,-74.7303
7/8/2019 15:15,North Branch Raritan River at North Branch NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01399830,0,3.34,2030105,0,NJ01399830,40.6,-74.6739
7/8/2019 15:15,North Branch Raritan River near Raritan NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01400000,82.52,2.98,2030105,228,NJ01400000,40.5706,-74.6792
7/8/2019 15:15,Raritan River at Manville NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01400500,83,4.64,2030105,583,NJ01400500,40.5556,-74.5828
7/8/2019 15:15,Pike Run at Belle Mead NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01401650,70.14,2.99,2030105,1.56,NJ01401650,40.4681,-74.6489
7/8/2019 15:15,Millstone River at Blackwells Mills NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01402000,80.87,2,2030105,203,NJ01402000,40.475,-74.5758
7/8/2019 15:15,Millstone River at Millstone NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01402500,0,1.1,2030105,0,NJ01402500,40.5028,-74.5875
7/8/2019 15:15,Royce Brook at Hamilton Road near Manville NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01402630,70.5,1.38,2030105,10.4,NJ01402630,40.5061,-74.6230999
7/8/2019 15:15,Raritan River below Calco Dam at Bound Brook NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01403060,77.07,17.48,2030105,553,NJ01403060,40.5511,-74.5483
7/8/2019 15:15,Manalapan Brook at Spotswood NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01405400,83.45,18.02,2030105,47.4,NJ01405400,40.3894,-74.3906
